scenario,partition_id,partition,lambda,safe,first_violation,event_count,peak_prefill,peak_decode,minimum_link_headroom_mb_s,peak_memory_gb
single_slow_stage,random_08,12-10-8-15-9-10-5-11,0.0125,False,network,57,1,5,-138.951959,34.22295
single_slow_stage,random_08,12-10-8-15-9-10-5-11,0.013,False,network,21,1,5,-156.402171,34.20135
single_slow_stage,random_08,12-10-8-15-9-10-5-11,0.0135,False,network,21,1,5,-156.402171,34.19415
single_slow_stage,random_08,12-10-8-15-9-10-5-11,0.014,False,network,21,1,5,-156.402171,34.19415
single_slow_stage,random_08,12-10-8-15-9-10-5-11,0.0145,False,network,21,1,5,-156.402171,34.19415
single_slow_stage,random_08,12-10-8-15-9-10-5-11,0.015,False,network,21,1,5,-156.402171,34.19415
single_slow_stage,random_08,12-10-8-15-9-10-5-11,0.0155,False,network,21,1,5,-156.402171,34.19415
single_slow_stage,random_08,12-10-8-15-9-10-5-11,0.016,False,network,21,1,5,-156.402171,34.19415
single_slow_stage,random_08,12-10-8-15-9-10-5-11,0.0165,False,network,20,1,5,-156.203344,34.19415
single_slow_stage,random_08,12-10-8-15-9-10-5-11,0.017,False,network,19,1,5,-155.995399,34.19415
single_slow_stage,random_08,12-10-8-15-9-10-5-11,0.0175,False,network,19,1,5,-155.995399,34.19415
single_slow_stage,random_08,12-10-8-15-9-10-5-11,0.018,False,network,19,1,5,-155.995399,34.18695
single_slow_stage,random_08,12-10-8-15-9-10-5-11,0.0185,False,network,19,1,5,-155.995399,34.18695
single_slow_stage,random_08,12-10-8-15-9-10-5-11,0.019,False,network,19,1,5,-155.995399,34.18695
single_slow_stage,random_08,12-10-8-15-9-10-5-11,0.0195,False,network,18,1,5,-155.810062,34.17975
single_slow_stage,random_08,12-10-8-15-9-10-5-11,0.02,False,network,18,1,5,-155.810062,34.17975
single_slow_stage,random_08,12-10-8-15-9-10-5-11,0.0205,False,network,18,1,5,-155.810062,34.17975
single_slow_stage,random_08,12-10-8-15-9-10-5-11,0.021,False,network,18,1,5,-155.810062,34.17975
single_slow_stage,random_08,12-10-8-15-9-10-5-11,0.0215,False,network,17,1,5,-155.611519,34.17975
single_slow_stage,random_08,12-10-8-15-9-10-5-11,0.022,False,network,17,1,5,-155.611519,34.17975
single_slow_stage,random_09,10-9-9-11-12-11-9-9,0.006,True,,204,1,5,208.280591,28.83288
single_slow_stage,random_09,10-9-9-11-12-11-9-9,0.0065,False,network,163,1,5,-77.512626,29.0874
single_slow_stage,random_09,10-9-9-11-12-11-9-9,0.007,False,network,162,1,5,-77.354069,29.27748
single_slow_stage,random_09,10-9-9-11-12-11-9-9,0.0075,False,network,160,1,5,-76.99977,29.27748
single_slow_stage,random_09,10-9-9-11-12-11-9-9,0.008,False,network,110,1,5,-49.446797,28.1694
single_slow_stage,random_09,10-9-9-11-12-11-9-9,0.0085,False,network,108,1,5,-49.102877,28.1694
single_slow_stage,random_09,10-9-9-11-12-11-9-9,0.009,False,network,70,1,5,-37.911611,28.01964
single_slow_stage,random_09,10-9-9-11-12-11-9-9,0.0095,False,network,69,1,5,-37.735163,28.01388
single_slow_stage,random_09,10-9-9-11-12-11-9-9,0.01,False,network,68,1,5,-37.576606,28.58412
single_slow_stage,random_09,10-9-9-11-12-11-9-9,0.0105,False,network,68,1,5,-37.576606,28.58412
single_slow_stage,random_09,10-9-9-11-12-11-9-9,0.011,False,network,66,1,5,-37.241635,28.57836
single_slow_stage,random_09,10-9-9-11-12-11-9-9,0.0115,False,network,66,1,5,-37.241635,28.57836
single_slow_stage,random_09,10-9-9-11-12-11-9-9,0.012,False,network,66,1,5,-37.241635,28.57836
single_slow_stage,random_09,10-9-9-11-12-11-9-9,0.0125,False,network,58,1,5,-53.371594,28.57836
single_slow_stage,random_09,10-9-9-11-12-11-9-9,0.013,False,network,23,1,5,-68.366758,28.57836
single_slow_stage,random_09,10-9-9-11-12-11-9-9,0.0135,False,network,21,1,5,-68.03963,28.56108
single_slow_stage,random_09,10-9-9-11-12-11-9-9,0.014,False,network,21,1,5,-68.03963,28.55532
single_slow_stage,random_09,10-9-9-11-12-11-9-9,0.0145,False,network,21,1,5,-68.03963,28.55532
single_slow_stage,random_09,10-9-9-11-12-11-9-9,0.015,False,network,21,1,5,-68.03963,28.55532
single_slow_stage,random_09,10-9-9-11-12-11-9-9,0.0155,False,network,21,1,5,-68.03963,28.55532
single_slow_stage,random_09,10-9-9-11-12-11-9-9,0.016,False,network,21,1,5,-68.03963,28.55532
single_slow_stage,random_09,10-9-9-11-12-11-9-9,0.0165,False,network,21,1,5,-68.03963,28.55532
single_slow_stage,random_09,10-9-9-11-12-11-9-9,0.017,False,network,20,1,5,-67.871078,28.55532
single_slow_stage,random_09,10-9-9-11-12-11-9-9,0.0175,False,network,19,1,5,-67.69556,28.55532
single_slow_stage,random_09,10-9-9-11-12-11-9-9,0.018,False,network,19,1,5,-67.69556,28.55532
single_slow_stage,random_09,10-9-9-11-12-11-9-9,0.0185,False,network,19,1,5,-67.69556,28.54956
single_slow_stage,random_09,10-9-9-11-12-11-9-9,0.019,False,network,19,1,5,-67.69556,28.54956
single_slow_stage,random_09,10-9-9-11-12-11-9-9,0.0195,False,network,19,1,5,-67.69556,28.54956
single_slow_stage,random_09,10-9-9-11-12-11-9-9,0.02,False,network,19,1,5,-67.69556,28.5438
single_slow_stage,random_09,10-9-9-11-12-11-9-9,0.0205,False,network,18,1,5,-67.5374,28.5438
single_slow_stage,random_09,10-9-9-11-12-11-9-9,0.021,False,network,18,1,5,-67.5374,28.5438
single_slow_stage,random_09,10-9-9-11-12-11-9-9,0.0215,False,network,18,1,5,-67.5374,28.5438
single_slow_stage,random_09,10-9-9-11-12-11-9-9,0.022,False,network,18,1,5,-67.5374,28.5438
single_slow_stage,random_10,14-10-5-10-7-14-10-10,0.006,True,,204,1,5,223.866264,32.64508
single_slow_stage,random_10,14-10-5-10-7-14-10-10,0.0065,True,,204,1,5,224.307746,33.04282
single_slow_stage,random_10,14-10-5-10-7-14-10-10,0.007,False,network,162,1,5,-56.623147,33.16378
single_slow_stage,random_10,14-10-5-10-7-14-10-10,0.0075,False,network,160,1,5,-56.283251,33.15706
single_slow_stage,random_10,14-10-5-10-7-14-10-10,0.008,False,network,110,1,5,-29.802445,31.8643
single_slow_stage,random_10,14-10-5-10-7-14-10-10,0.0085,False,network,109,1,5,-29.626125,31.8643
single_slow_stage,random_10,14-10-5-10-7-14-10-10,0.009,False,network,97,1,5,-35.491924,31.84414
single_slow_stage,random_10,14-10-5-10-7-14-10-10,0.0095,False,network,69,1,5,-18.575038,31.68286
single_slow_stage,random_10,14-10-5-10-7-14-10-10,0.01,False,network,69,1,5,-18.575038,32.34814
single_slow_stage,random_10,14-10-5-10-7-14-10-10,0.0105,False,network,68,1,5,-18.422511,32.34814
single_slow_stage,random_10,14-10-5-10-7-14-10-10,0.011,False,network,66,1,5,-18.100719,32.34142
single_slow_stage,random_10,14-10-5-10-7-14-10-10,0.0115,False,network,66,1,5,-18.100719,32.34142
single_slow_stage,random_10,14-10-5-10-7-14-10-10,0.012,False,network,66,1,5,-18.100719,32.34142
single_slow_stage,random_10,14-10-5-10-7-14-10-10,0.0125,False,network,66,1,5,-18.100719,32.34142
single_slow_stage,random_10,14-10-5-10-7-14-10-10,0.013,False,network,23,1,5,-47.98239,32.34142
single_slow_stage,random_10,14-10-5-10-7-14-10-10,0.0135,False,network,22,1,5,-47.820282,32.32798
single_slow_stage,random_10,14-10-5-10-7-14-10-10,0.014,False,network,21,1,5,-47.667942,32.31454
single_slow_stage,random_10,14-10-5-10-7-14-10-10,0.0145,False,network,21,1,5,-47.667942,32.31454
single_slow_stage,random_10,14-10-5-10-7-14-10-10,0.015,False,network,21,1,5,-47.667942,32.31454
single_slow_stage,random_10,14-10-5-10-7-14-10-10,0.0155,False,network,21,1,5,-47.667942,32.31454
single_slow_stage,random_10,14-10-5-10-7-14-10-10,0.016,False,network,21,1,5,-47.667942,32.31454
single_slow_stage,random_10,14-10-5-10-7-14-10-10,0.0165,False,network,21,1,5,-47.667942,32.31454
single_slow_stage,random_10,14-10-5-10-7-14-10-10,0.017,False,network,20,1,5,-47.506039,32.31454
single_slow_stage,random_10,14-10-5-10-7-14-10-10,0.0175,False,network,19,1,5,-47.337612,32.31454
single_slow_stage,random_10,14-10-5-10-7-14-10-10,0.018,False,network,19,1,5,-47.337612,32.31454
single_slow_stage,random_10,14-10-5-10-7-14-10-10,0.0185,False,network,19,1,5,-47.337612,32.30782
single_slow_stage,random_10,14-10-5-10-7-14-10-10,0.019,False,network,19,1,5,-47.337612,32.30782
single_slow_stage,random_10,14-10-5-10-7-14-10-10,0.0195,False,network,19,1,5,-47.337612,32.30782
single_slow_stage,random_10,14-10-5-10-7-14-10-10,0.02,False,network,19,1,5,-47.337612,32.30782
single_slow_stage,random_10,14-10-5-10-7-14-10-10,0.0205,False,network,18,1,5,-47.185458,32.3011
single_slow_stage,random_10,14-10-5-10-7-14-10-10,0.021,False,network,18,1,5,-47.185458,32.3011
single_slow_stage,random_10,14-10-5-10-7-14-10-10,0.0215,False,network,18,1,5,-47.185458,32.3011
single_slow_stage,random_10,14-10-5-10-7-14-10-10,0.022,False,network,18,1,5,-47.185458,32.3011
single_slow_stage,random_11,10-8-11-11-9-14-8-9,0.006,True,,204,1,5,208.280591,32.63836
single_slow_stage,random_11,10-8-11-11-9-14-8-9,0.0065,False,network,163,1,5,-77.512626,32.9353
single_slow_stage,random_11,10-8-11-11-9-14-8-9,0.007,False,network,162,1,5,-77.354069,33.15706
single_slow_stage,random_11,10-8-11-11-9-14-8-9,0.0075,False,network,160,1,5,-76.99977,33.15706
single_slow_stage,random_11,10-8-11-11-9-14-8-9,0.008,False,network,110,1,5,-49.446797,31.8643
single_slow_stage,random_11,10-8-11-11-9-14-8-9,0.0085,False,network,108,1,5,-49.102877,31.8643
single_slow_stage,random_11,10-8-11-11-9-14-8-9,0.009,False,network,70,1,5,-37.911611,31.68958
single_slow_stage,random_11,10-8-11-11-9-14-8-9,0.0095,False,network,69,1,5,-37.735163,31.68286
single_slow_stage,random_11,10-8-11-11-9-14-8-9,0.01,False,network,68,1,5,-37.576606,32.34814
single_slow_stage,random_11,10-8-11-11-9-14-8-9,0.0105,False,network,68,1,5,-37.576606,32.34814
single_slow_stage,random_11,10-8-11-11-9-14-8-9,0.011,False,network,66,1,5,-37.241635,32.34142
single_slow_stage,random_11,10-8-11-11-9-14-8-9,0.0115,False,network,66,1,5,-37.241635,32.34142
single_slow_stage,random_11,10-8-11-11-9-14-8-9,0.012,False,network,66,1,5,-37.241635,32.34142
single_slow_stage,random_11,10-8-11-11-9-14-8-9,0.0125,False,network,58,1,5,-53.371594,32.34142
single_slow_stage,random_11,10-8-11-11-9-14-8-9,0.013,False,network,23,1,5,-68.366758,32.34142
single_slow_stage,random_11,10-8-11-11-9-14-8-9,0.0135,False,network,21,1,5,-68.03963,32.32126
single_slow_stage,random_11,10-8-11-11-9-14-8-9,0.014,False,network,21,1,5,-68.03963,32.31454
single_slow_stage,random_11,10-8-11-11-9-14-8-9,0.0145,False,network,21,1,5,-68.03963,32.31454
single_slow_stage,random_11,10-8-11-11-9-14-8-9,0.015,False,network,21,1,5,-68.03963,32.31454
single_slow_stage,random_11,10-8-11-11-9-14-8-9,0.0155,False,network,21,1,5,-68.03963,32.31454
single_slow_stage,random_11,10-8-11-11-9-14-8-9,0.016,False,network,21,1,5,-68.03963,32.31454
single_slow_stage,random_11,10-8-11-11-9-14-8-9,0.0165,False,network,21,1,5,-68.03963,32.31454
single_slow_stage,random_11,10-8-11-11-9-14-8-9,0.017,False,network,20,1,5,-67.871078,32.31454
single_slow_stage,random_11,10-8-11-11-9-14-8-9,0.0175,False,network,19,1,5,-67.69556,32.31454
single_slow_stage,random_11,10-8-11-11-9-14-8-9,0.018,False,network,19,1,5,-67.69556,32.31454
single_slow_stage,random_11,10-8-11-11-9-14-8-9,0.0185,False,network,19,1,5,-67.69556,32.30782
single_slow_stage,random_11,10-8-11-11-9-14-8-9,0.019,False,network,19,1,5,-67.69556,32.30782
single_slow_stage,random_11,10-8-11-11-9-14-8-9,0.0195,False,network,19,1,5,-67.69556,32.30782
single_slow_stage,random_11,10-8-11-11-9-14-8-9,0.02,False,network,19,1,5,-67.69556,32.3011
single_slow_stage,random_11,10-8-11-11-9-14-8-9,0.0205,False,network,18,1,5,-67.5374,32.3011
single_slow_stage,random_11,10-8-11-11-9-14-8-9,0.021,False,network,18,1,5,-67.5374,32.3011
single_slow_stage,random_11,10-8-11-11-9-14-8-9,0.0215,False,network,18,1,5,-67.5374,32.3011
single_slow_stage,random_11,10-8-11-11-9-14-8-9,0.022,False,network,18,1,5,-67.5374,32.3011
single_slow_stage,random_12,13-11-9-12-8-10-8-9,0.006,True,,204,1,5,192.045687,30.73562
single_slow_stage,random_12,13-11-9-12-8-10-8-9,0.0065,False,network,163,1,5,-98.923621,31.00511
single_slow_stage,random_12,13-11-9-12-8-10-8-9,0.007,False,network,162,1,5,-98.758737,31.21727
single_slow_stage,random_12,13-11-9-12-8-10-8-9,0.0075,False,network,159,1,5,-98.197498,31.21727
single_slow_stage,random_12,13-11-9-12-8-10-8-9,0.008,False,network,110,1,5,-69.708493,30.01685
single_slow_stage,random_12,13-11-9-12-8-10-8-9,0.0085,False,network,108,1,5,-69.350089,30.01685
single_slow_stage,random_12,13-11-9-12-8-10-8-9,0.009,False,network,70,1,5,-57.671149,29.85461
single_slow_stage,random_12,13-11-9-12-8-10-8-9,0.0095,False,network,69,1,5,-57.487165,29.84837
single_slow_stage,random_12,13-11-9-12-8-10-8-9,0.01,False,network,68,1,5,-57.322281,30.46613
single_slow_stage,random_12,13-11-9-12-8-10-8-9,0.0105,False,network,68,1,5,-57.322281,30.46613
single_slow_stage,random_12,13-11-9-12-8-10-8-9,0.011,False,network,66,1,5,-56.973451,30.45989
single_slow_stage,random_12,13-11-9-12-8-10-8-9,0.0115,False,network,66,1,5,-56.973451,30.45989
single_slow_stage,random_12,13-11-9-12-8-10-8-9,0.012,False,network,66,1,5,-56.973451,30.45989
single_slow_stage,random_12,13-11-9-12-8-10-8-9,0.0125,False,network,58,1,5,-73.801708,30.45989
single_slow_stage,random_12,13-11-9-12-8-10-8-9,0.013,False,network,23,1,5,-89.406165,30.45365
single_slow_stage,random_12,13-11-9-12-8-10-8-9,0.0135,False,network,21,1,5,-89.065715,30.43493
single_slow_stage,random_12,13-11-9-12-8-10-8-9,0.014,False,network,21,1,5,-89.065715,30.43493
single_slow_stage,random_12,13-11-9-12-8-10-8-9,0.0145,False,network,21,1,5,-89.065715,30.43493
single_slow_stage,random_12,13-11-9-12-8-10-8-9,0.015,False,network,21,1,5,-89.065715,30.43493
single_slow_stage,random_12,13-11-9-12-8-10-8-9,0.0155,False,network,21,1,5,-89.065715,30.43493
single_slow_stage,random_12,13-11-9-12-8-10-8-9,0.016,False,network,21,1,5,-89.065715,30.43493
single_slow_stage,random_12,13-11-9-12-8-10-8-9,0.0165,False,network,20,1,5,-88.89017,30.43493
single_slow_stage,random_12,13-11-9-12-8-10-8-9,0.017,False,network,20,1,5,-88.89017,30.43493
single_slow_stage,random_12,13-11-9-12-8-10-8-9,0.0175,False,network,19,1,5,-88.707182,30.43493
single_slow_stage,random_12,13-11-9-12-8-10-8-9,0.018,False,network,19,1,5,-88.707182,30.42869
single_slow_stage,random_12,13-11-9-12-8-10-8-9,0.0185,False,network,19,1,5,-88.707182,30.42869
single_slow_stage,random_12,13-11-9-12-8-10-8-9,0.019,False,network,19,1,5,-88.707182,30.42869
single_slow_stage,random_12,13-11-9-12-8-10-8-9,0.0195,False,network,19,1,5,-88.707182,30.42869
single_slow_stage,random_12,13-11-9-12-8-10-8-9,0.02,False,network,18,1,5,-88.542721,30.42245
single_slow_stage,random_12,13-11-9-12-8-10-8-9,0.0205,False,network,18,1,5,-88.542721,30.42245
single_slow_stage,random_12,13-11-9-12-8-10-8-9,0.021,False,network,18,1,5,-88.542721,30.42245
single_slow_stage,random_12,13-11-9-12-8-10-8-9,0.0215,False,network,18,1,5,-88.542721,30.42245
single_slow_stage,random_12,13-11-9-12-8-10-8-9,0.022,False,network,17,1,5,-88.367408,30.42245
single_slow_stage,random_13,14-11-13-11-8-8-6-9,0.006,True,,204,1,5,208.280591,32.63836
single_slow_stage,random_13,14-11-13-11-8-8-6-9,0.0065,False,network,163,1,5,-77.512626,32.9353
single_slow_stage,random_13,14-11-13-11-8-8-6-9,0.007,False,network,162,1,5,-77.354069,33.15706
single_slow_stage,random_13,14-11-13-11-8-8-6-9,0.0075,False,network,160,1,5,-76.99977,33.15706
single_slow_stage,random_13,14-11-13-11-8-8-6-9,0.008,False,network,110,1,5,-49.446797,31.8643
single_slow_stage,random_13,14-11-13-11-8-8-6-9,0.0085,False,network,108,1,5,-49.102877,31.8643
single_slow_stage,random_13,14-11-13-11-8-8-6-9,0.009,False,network,70,1,5,-37.911611,31.68958
single_slow_stage,random_13,14-11-13-11-8-8-6-9,0.0095,False,network,69,1,5,-37.735163,31.68286
single_slow_stage,random_13,14-11-13-11-8-8-6-9,0.01,False,network,68,1,5,-37.576606,32.34814
single_slow_stage,random_13,14-11-13-11-8-8-6-9,0.0105,False,network,68,1,5,-37.576606,32.34814
single_slow_stage,random_13,14-11-13-11-8-8-6-9,0.011,False,network,66,1,5,-37.241635,32.34142
single_slow_stage,random_13,14-11-13-11-8-8-6-9,0.0115,False,network,66,1,5,-37.241635,32.34142
single_slow_stage,random_13,14-11-13-11-8-8-6-9,0.012,False,network,66,1,5,-37.241635,32.34142
single_slow_stage,random_13,14-11-13-11-8-8-6-9,0.0125,False,network,58,1,5,-53.371594,32.34142
single_slow_stage,random_13,14-11-13-11-8-8-6-9,0.013,False,network,23,1,5,-68.366758,32.34142
single_slow_stage,random_13,14-11-13-11-8-8-6-9,0.0135,False,network,21,1,5,-68.03963,32.32126
single_slow_stage,random_13,14-11-13-11-8-8-6-9,0.014,False,network,21,1,5,-68.03963,32.31454
single_slow_stage,random_13,14-11-13-11-8-8-6-9,0.0145,False,network,21,1,5,-68.03963,32.31454
single_slow_stage,random_13,14-11-13-11-8-8-6-9,0.015,False,network,21,1,5,-68.03963,32.31454
single_slow_stage,random_13,14-11-13-11-8-8-6-9,0.0155,False,network,21,1,5,-68.03963,32.31454
single_slow_stage,random_13,14-11-13-11-8-8-6-9,0.016,False,network,21,1,5,-68.03963,32.31454
single_slow_stage,random_13,14-11-13-11-8-8-6-9,0.0165,False,network,21,1,5,-68.03963,32.31454
single_slow_stage,random_13,14-11-13-11-8-8-6-9,0.017,False,network,20,1,5,-67.871078,32.31454
single_slow_stage,random_13,14-11-13-11-8-8-6-9,0.0175,False,network,19,1,5,-67.69556,32.31454
single_slow_stage,random_13,14-11-13-11-8-8-6-9,0.018,False,network,19,1,5,-67.69556,32.31454
single_slow_stage,random_13,14-11-13-11-8-8-6-9,0.0185,False,network,19,1,5,-67.69556,32.30782
single_slow_stage,random_13,14-11-13-11-8-8-6-9,0.019,False,network,19,1,5,-67.69556,32.30782
single_slow_stage,random_13,14-11-13-11-8-8-6-9,0.0195,False,network,19,1,5,-67.69556,32.30782
single_slow_stage,random_13,14-11-13-11-8-8-6-9,0.02,False,network,19,1,5,-67.69556,32.3011
single_slow_stage,random_13,14-11-13-11-8-8-6-9,0.0205,False,network,18,1,5,-67.5374,32.3011
single_slow_stage,random_13,14-11-13-11-8-8-6-9,0.021,False,network,18,1,5,-67.5374,32.3011
single_slow_stage,random_13,14-11-13-11-8-8-6-9,0.0215,False,network,18,1,5,-67.5374,32.3011
single_slow_stage,random_13,14-11-13-11-8-8-6-9,0.022,False,network,18,1,5,-67.5374,32.3011
single_slow_stage,random_14,12-10-11-9-10-11-10-7,0.006,True,,204,1,5,239.139161,28.83864
single_slow_stage,random_14,12-10-11-9-10-11-10-7,0.0065,True,,204,1,5,239.552658,29.17956
single_slow_stage,random_14,12-10-11-9-10-11-10-7,0.007,False,network,162,1,5,-36.53459,29.28324
single_slow_stage,random_14,12-10-11-9-10-11-10-7,0.0075,False,network,160,1,5,-36.208373,29.27748
single_slow_stage,random_14,12-10-11-9-10-11-10-7,0.008,False,network,111,1,5,-10.894538,28.1694
single_slow_stage,random_14,12-10-11-9-10-11-10-7,0.0085,False,network,110,1,5,-10.747586,28.1694
single_slow_stage,random_14,12-10-11-9-10-11-10-7,0.009,False,network,98,1,5,-16.363309,28.15788
single_slow_stage,random_14,12-10-11-9-10-11-10-7,0.0095,False,network,96,1,6,-16.047011,28.2558
single_slow_stage,random_14,12-10-11-9-10-11-10-7,0.01,False,network,86,1,6,-17.552221,28.58412
single_slow_stage,random_14,12-10-11-9-10-11-10-7,0.0105,False,network,77,1,6,-17.054845,28.58412
single_slow_stage,random_14,12-10-11-9-10-11-10-7,0.011,False,network,76,1,6,-16.907893,28.58412
single_slow_stage,random_14,12-10-11-9-10-11-10-7,0.0115,False,network,74,1,6,-295.754457,28.57836
single_slow_stage,random_14,12-10-11-9-10-11-10-7,0.012,False,network,74,1,6,-295.754457,28.57836
single_slow_stage,random_14,12-10-11-9-10-11-10-7,0.0125,False,network,73,1,6,-295.575993,28.57836
single_slow_stage,random_14,12-10-11-9-10-11-10-7,0.013,False,network,57,1,5,-14.198893,28.57836
single_slow_stage,random_14,12-10-11-9-10-11-10-7,0.0135,False,network,23,1,5,-28.222899,28.5726
single_slow_stage,random_14,12-10-11-9-10-11-10-7,0.014,False,network,21,1,5,-27.920529,28.55532
single_slow_stage,random_14,12-10-11-9-10-11-10-7,0.0145,False,network,21,1,5,-27.920529,28.55532
single_slow_stage,random_14,12-10-11-9-10-11-10-7,0.015,False,network,21,1,5,-27.920529,28.55532
single_slow_stage,random_14,12-10-11-9-10-11-10-7,0.0155,False,network,21,1,5,-27.920529,28.55532
single_slow_stage,random_14,12-10-11-9-10-11-10-7,0.016,False,network,21,1,5,-27.920529,28.55532
single_slow_stage,random_14,12-10-11-9-10-11-10-7,0.0165,False,network,21,1,5,-27.920529,28.55532
single_slow_stage,random_14,12-10-11-9-10-11-10-7,0.017,False,network,20,1,5,-27.764952,28.55532
single_slow_stage,random_14,12-10-11-9-10-11-10-7,0.0175,False,network,20,1,5,-27.764952,28.55532
single_slow_stage,random_14,12-10-11-9-10-11-10-7,0.018,False,network,19,1,5,-27.603263,28.55532
single_slow_stage,random_14,12-10-11-9-10-11-10-7,0.0185,False,network,19,1,5,-27.603263,28.54956
single_slow_stage,random_14,12-10-11-9-10-11-10-7,0.019,False,network,19,1,5,-27.603263,28.54956
single_slow_stage,random_14,12-10-11-9-10-11-10-7,0.0195,False,network,19,1,5,-27.603263,28.54956
single_slow_stage,random_14,12-10-11-9-10-11-10-7,0.02,False,network,19,1,5,-27.603263,28.54956
single_slow_stage,random_14,12-10-11-9-10-11-10-7,0.0205,False,network,18,1,5,-27.456837,28.5438
single_slow_stage,random_14,12-10-11-9-10-11-10-7,0.021,False,network,18,1,5,-27.456837,28.5438
single_slow_stage,random_14,12-10-11-9-10-11-10-7,0.0215,False,network,18,1,5,-27.456837,28.5438
single_slow_stage,random_14,12-10-11-9-10-11-10-7,0.022,False,network,18,1,5,-27.456837,28.5438
single_slow_stage,random_15,12-6-11-11-9-9-10-12,0.006,True,,204,1,5,208.280591,28.83288
single_slow_stage,random_15,12-6-11-11-9-9-10-12,0.0065,False,network,163,1,5,-77.512626,29.0874
single_slow_stage,random_15,12-6-11-11-9-9-10-12,0.007,False,network,162,1,5,-77.354069,29.27748
single_slow_stage,random_15,12-6-11-11-9-9-10-12,0.0075,False,network,160,1,5,-76.99977,29.27748
single_slow_stage,random_15,12-6-11-11-9-9-10-12,0.008,False,network,110,1,5,-49.446797,28.1694
single_slow_stage,random_15,12-6-11-11-9-9-10-12,0.0085,False,network,108,1,5,-49.102877,28.1694
single_slow_stage,random_15,12-6-11-11-9-9-10-12,0.009,False,network,70,1,5,-37.911611,28.01964
single_slow_stage,random_15,12-6-11-11-9-9-10-12,0.0095,False,network,69,1,5,-37.735163,28.01388
single_slow_stage,random_15,12-6-11-11-9-9-10-12,0.01,False,network,68,1,5,-37.576606,28.58412
single_slow_stage,random_15,12-6-11-11-9-9-10-12,0.0105,False,network,68,1,5,-37.576606,28.58412
single_slow_stage,random_15,12-6-11-11-9-9-10-12,0.011,False,network,66,1,5,-37.241635,28.57836
single_slow_stage,random_15,12-6-11-11-9-9-10-12,0.0115,False,network,66,1,5,-37.241635,28.57836
single_slow_stage,random_15,12-6-11-11-9-9-10-12,0.012,False,network,66,1,5,-37.241635,28.57836
single_slow_stage,random_15,12-6-11-11-9-9-10-12,0.0125,False,network,58,1,5,-53.371594,28.57836
single_slow_stage,random_15,12-6-11-11-9-9-10-12,0.013,False,network,23,1,5,-68.366758,28.57836
single_slow_stage,random_15,12-6-11-11-9-9-10-12,0.0135,False,network,21,1,5,-68.03963,28.56108
single_slow_stage,random_15,12-6-11-11-9-9-10-12,0.014,False,network,21,1,5,-68.03963,28.55532
single_slow_stage,random_15,12-6-11-11-9-9-10-12,0.0145,False,network,21,1,5,-68.03963,28.55532
single_slow_stage,random_15,12-6-11-11-9-9-10-12,0.015,False,network,21,1,5,-68.03963,28.55532
single_slow_stage,random_15,12-6-11-11-9-9-10-12,0.0155,False,network,21,1,5,-68.03963,28.55532
single_slow_stage,random_15,12-6-11-11-9-9-10-12,0.016,False,network,21,1,5,-68.03963,28.55532
single_slow_stage,random_15,12-6-11-11-9-9-10-12,0.0165,False,network,21,1,5,-68.03963,28.55532
single_slow_stage,random_15,12-6-11-11-9-9-10-12,0.017,False,network,20,1,5,-67.871078,28.55532
single_slow_stage,random_15,12-6-11-11-9-9-10-12,0.0175,False,network,19,1,5,-67.69556,28.55532
single_slow_stage,random_15,12-6-11-11-9-9-10-12,0.018,False,network,19,1,5,-67.69556,28.55532
single_slow_stage,random_15,12-6-11-11-9-9-10-12,0.0185,False,network,19,1,5,-67.69556,28.54956
single_slow_stage,random_15,12-6-11-11-9-9-10-12,0.019,False,network,19,1,5,-67.69556,28.54956
single_slow_stage,random_15,12-6-11-11-9-9-10-12,0.0195,False,network,19,1,5,-67.69556,28.54956
single_slow_stage,random_15,12-6-11-11-9-9-10-12,0.02,False,network,19,1,5,-67.69556,28.5438
single_slow_stage,random_15,12-6-11-11-9-9-10-12,0.0205,False,network,18,1,5,-67.5374,28.5438
single_slow_stage,random_15,12-6-11-11-9-9-10-12,0.021,False,network,18,1,5,-67.5374,28.5438
single_slow_stage,random_15,12-6-11-11-9-9-10-12,0.0215,False,network,18,1,5,-67.5374,28.5438
single_slow_stage,random_15,12-6-11-11-9-9-10-12,0.022,False,network,18,1,5,-67.5374,28.5438
single_slow_stage,random_16,7-10-12-13-10-10-8-10,0.006,True,,204,1,5,175.291861,30.73562
single_slow_stage,random_16,7-10-12-13-10-10-8-10,0.0065,False,network,163,1,5,-121.042139,31.22351
single_slow_stage,random_16,7-10-12-13-10-10-8-10,0.007,False,network,161,1,5,-120.685954,31.21727
single_slow_stage,random_16,7-10-12-13-10-10-8-10,0.0075,False,network,159,1,5,-120.284865,31.21103
single_slow_stage,random_16,7-10-12-13-10-10-8-10,0.008,False,network,110,1,5,-90.617172,30.01685
single_slow_stage,random_16,7-10-12-13-10-10-8-10,0.0085,False,network,99,1,5,-97.387528,30.01061
single_slow_stage,random_16,7-10-12-13-10-10-8-10,0.009,False,network,70,1,5,-78.050868,29.84837
single_slow_stage,random_16,7-10-12-13-10-10-8-10,0.0095,False,network,69,1,5,-77.85894,29.84837
single_slow_stage,random_16,7-10-12-13-10-10-8-10,0.01,False,network,68,1,5,-77.687412,30.46613
