condition,seed,regime,bandwidth_multiplier,shift,safe_intensity,unsafe_intensity,evaluations,elapsed_s,sampled_monotonic,right_censored,is_oracle_shift
bandwidth_2x,1,prefill_constrained,2.0,0,0.941406,0.945312,9,2.543978,True,False,True
bandwidth_2x,1,prefill_constrained,2.0,1,0.871094,0.875,9,3.524712,True,False,False
bandwidth_2x,1,prefill_constrained,2.0,2,0.703125,0.707031,9,2.239904,True,False,False
bandwidth_2x,1,prefill_constrained,2.0,3,0.539062,0.542969,9,1.560396,True,False,False
bandwidth_2x,1,prefill_constrained,2.0,4,0.417969,0.421875,8,1.411724,True,False,False
bandwidth_2x,2,decode_constrained,2.0,-4,0.089844,0.09375,8,0.402281,True,False,True
bandwidth_2x,2,decode_constrained,2.0,-3,0.089844,0.09375,8,0.391592,True,False,True
bandwidth_2x,2,decode_constrained,2.0,-2,0.074219,0.078125,8,0.29472,True,False,False
bandwidth_2x,2,decode_constrained,2.0,-1,0.070312,0.074219,8,0.246191,True,False,False
bandwidth_2x,2,decode_constrained,2.0,0,0.050781,0.054688,8,0.274781,True,False,False
bandwidth_2x,2,decode_constrained,2.0,1,0.046875,0.050781,8,0.228415,True,False,False
bandwidth_2x,2,decode_constrained,2.0,2,0.027344,0.03125,8,0.21532,True,False,False
bandwidth_2x,2,decode_constrained,2.0,3,0.027344,0.03125,8,0.217311,True,False,False
bandwidth_2x,2,decode_constrained,2.0,4,0.015625,0.019531,8,0.1152,True,False,False
bandwidth_2x,2,prefill_constrained,2.0,-4,0.484375,0.488281,8,1.150669,True,False,False
bandwidth_2x,2,prefill_constrained,2.0,-3,0.582031,0.585938,9,1.29454,True,False,False
bandwidth_2x,2,prefill_constrained,2.0,-2,0.601562,0.605469,9,1.325473,True,False,False
bandwidth_2x,2,prefill_constrained,2.0,-1,0.632812,0.636719,9,1.155836,True,False,False
bandwidth_2x,2,prefill_constrained,2.0,0,0.675781,0.679688,9,1.783675,True,False,True
bandwidth_2x,2,prefill_constrained,2.0,1,0.660156,0.664062,9,1.502953,True,False,False
bandwidth_2x,2,prefill_constrained,2.0,2,0.648438,0.652344,9,1.51259,True,False,False
bandwidth_2x,2,prefill_constrained,2.0,3,0.640625,0.644531,9,2.095604,True,False,False
bandwidth_2x,2,prefill_constrained,2.0,4,0.402344,0.40625,8,1.199682,True,False,False
bandwidth_2x,3,decode_constrained,2.0,-4,0.105469,0.109375,8,0.405735,True,False,True
bandwidth_2x,3,decode_constrained,2.0,-3,0.105469,0.109375,8,0.396652,True,False,True
bandwidth_2x,3,decode_constrained,2.0,-2,0.058594,0.0625,8,0.326678,True,False,False
bandwidth_2x,3,decode_constrained,2.0,-1,0.054688,0.058594,8,0.279308,True,False,False
bandwidth_2x,3,decode_constrained,2.0,0,0.042969,0.046875,8,0.255682,True,False,False
bandwidth_2x,3,decode_constrained,2.0,1,0.042969,0.046875,8,0.256346,True,False,False
bandwidth_2x,3,decode_constrained,2.0,2,0.027344,0.03125,8,0.211818,True,False,False
bandwidth_2x,3,decode_constrained,2.0,3,0.027344,0.03125,8,0.213705,True,False,False
