condition,seed,regime,bandwidth_multiplier,candidate_radius,candidate_count,method,proposed_shift,probe_order,candidate_probe_count,proposed_safe_intensity,uniform_safe_intensity,joint_compute_shift,joint_compute_safe_intensity,oracle_safe_intensity,oracle_shifts,oracle_ratio,oracle_gap_pct,gain_over_uniform_pct,matches_oracle_shift,near_oracle,not_worse_than_uniform,not_worse_than_joint_compute,method_evaluator_calls,exhaustive_evaluator_calls,evaluator_call_reduction_pct,method_runtime_s,exhaustive_runtime_s
bandwidth_1x,2,prefill_constrained,1.0,4,9,coarse_top3,3,"-4,-2,0,2,4,3,-1,1",8,0.488281,0.390625,-2,0.257812,0.488281,3,1.0,0.0,24.999936,True,True,True,True,64,72,11.111111,7.245433,7.741677
bandwidth_1x,3,decode_constrained,1.0,4,9,coarse_top1,-4,"-4,-2,0,2,4,-3",6,0.046875,0.027344,-2,0.03125,0.046875,-4,1.0,0.0,71.427004,True,True,True,True,48,72,33.333333,0.987441,1.410768
bandwidth_1x,3,decode_constrained,1.0,4,9,coarse_top2,-4,"-4,-2,0,2,4,-3,-1",7,0.046875,0.027344,-2,0.03125,0.046875,-4,1.0,0.0,71.427004,True,True,True,True,56,72,22.222222,1.126547,1.410768
bandwidth_1x,3,decode_constrained,1.0,4,9,coarse_top3,-4,"-4,-2,0,2,4,-3,-1,1",8,0.046875,0.027344,-2,0.03125,0.046875,-4,1.0,0.0,71.427004,True,True,True,True,64,72,11.111111,1.281379,1.410768
bandwidth_1x,3,prefill_constrained,1.0,4,9,coarse_top1,1,"-4,-2,0,2,4,1,3",7,0.496094,0.472656,-2,0.476562,0.496094,"1,2",1.0,0.0,4.958786,True,True,True,True,56,72,22.222222,13.658561,17.462384
bandwidth_1x,3,prefill_constrained,1.0,4,9,coarse_top2,1,"-4,-2,0,2,4,1,3,-3,-1",9,0.496094,0.472656,-2,0.476562,0.496094,"1,2",1.0,0.0,4.958786,True,True,True,True,72,72,0.0,17.462384,17.462384
bandwidth_1x,3,prefill_constrained,1.0,4,9,coarse_top3,1,"-4,-2,0,2,4,1,3,-3,-1",9,0.496094,0.472656,-2,0.476562,0.496094,"1,2",1.0,0.0,4.958786,True,True,True,True,72,72,0.0,17.462384,17.462384
bandwidth_1x,7,decode_constrained,1.0,4,9,coarse_top1,-4,"-4,-2,0,2,4,-3",6,0.054688,0.03125,-2,0.03125,0.054688,-4,1.0,0.0,75.0016,True,True,True,True,48,72,33.333333,0.904554,1.249554
bandwidth_1x,7,decode_constrained,1.0,4,9,coarse_top2,-4,"-4,-2,0,2,4,-3,-1,1",8,0.054688,0.03125,-2,0.03125,0.054688,-4,1.0,0.0,75.0016,True,True,True,True,64,72,11.111111,1.145244,1.249554
bandwidth_1x,7,decode_constrained,1.0,4,9,coarse_top3,-4,"-4,-2,0,2,4,-3,-1,1",8,0.054688,0.03125,-2,0.03125,0.054688,-4,1.0,0.0,75.0016,True,True,True,True,64,72,11.111111,1.145244,1.249554
bandwidth_1x,7,prefill_constrained,1.0,4,9,coarse_top1,-1,"-4,-2,0,2,4,-1,1",7,0.535156,0.523438,-2,0.519531,0.535156,-1,1.0,0.0,2.238661,True,True,True,True,61,79,22.78481,10.039479,12.8054
bandwidth_1x,7,prefill_constrained,1.0,4,9,coarse_top2,-1,"-4,-2,0,2,4,-1,1,-3",8,0.535156,0.523438,-2,0.519531,0.535156,-1,1.0,0.0,2.238661,True,True,True,True,70,79,11.392405,11.386012,12.8054
bandwidth_1x,7,prefill_constrained,1.0,4,9,coarse_top3,-1,"-4,-2,0,2,4,-1,1,-3,3",9,0.535156,0.523438,-2,0.519531,0.535156,-1,1.0,0.0,2.238661,True,True,True,True,79,79,0.0,12.8054,12.8054
bandwidth_1x,19,decode_constrained,1.0,4,9,coarse_top1,-4,"-4,-2,0,2,4,-3",6,0.03125,0.019531,-2,0.023438,0.03125,-4,1.0,0.0,60.002048,True,True,True,True,48,72,33.333333,0.935914,1.398932
bandwidth_1x,19,decode_constrained,1.0,4,9,coarse_top2,-4,"-4,-2,0,2,4,-3,-1",7,0.03125,0.019531,-2,0.023438,0.03125,-4,1.0,0.0,60.002048,True,True,True,True,56,72,22.222222,1.109259,1.398932
bandwidth_1x,19,decode_constrained,1.0,4,9,coarse_top3,-4,"-4,-2,0,2,4,-3,-1,1",8,0.03125,0.019531,-2,0.023438,0.03125,-4,1.0,0.0,60.002048,True,True,True,True,64,72,11.111111,1.25719,1.398932
bandwidth_1x,19,prefill_constrained,1.0,4,9,coarse_top1,1,"-4,-2,0,2,4,1,3",7,0.597656,0.574219,-2,0.574219,0.597656,1,1.0,0.0,4.081544,True,True,True,True,61,79,22.78481,10.13319,13.241404
